0.13, 0, 0, 5, 0.1028533, 0, 1002.413, -2811.316, -2.961042, 0.001233003, 0.03962206, 41.79023, 0.8711591, 0.6355324, 0.2288172
0.6999996, -0.1329501, -0.0004844654, 5, 0.09879688, 0.0034567090655667284202133683, 31634.74, -2985.704, -2.961042, 0.001233003, 0.03962206, 235.5725, 0.8709611, 0.6112755, 0.2451405
 
0.7099996, -0.1276735, -0.001813966, 5, 0.09885617, 0.0038730076866742228087058521, 32530.91, -2988.916, -2.961042, 0.001233003, 0.03962206, 238.9107, 0.8709373, 0.6108499, 0.2454269
 
0.7199996, -0.1160922, -0.003090701, 5, 0.09891383, 0.0040946580161444082507851044, 33439.1, -2992.133, -2.961042, 0.001233003, 0.03962206, 242.248, 0.8709247, 0.6104244, 0.2457132
 
0.7299996, -0.09960178, -0.004251624, 5, 0.09896992, 0.0041396772587988107177679437, 34359.25, -2995.355, -2.961042, 0.001233003, 0.03962206, 245.5846, 0.8709221, 0.6099988, 0.2459996
 
0.7399996, -0.07963689, -0.005247641, 5, 0.09902852, 0.0040317370200374155313593195, 35291.33, -2998.583, -2.961042, 0.001233003, 0.03962206, 248.9202, 0.8709282, 0.6095732, 0.246286
 
0.7499996, -0.05757703, -0.00604401, 5, 0.09908693, 0.0037974617438038465627256372, 36235.29, -3001.815, -2.961042, 0.001233003, 0.03962206, 252.2548, 0.8709416, 0.6091477, 0.2465724
 
0.7599996, -0.03498727, -0.00661978, 5, 0.09914231, 0.0034706433666797667141276262, 37191.08, -3005.054, -2.961042, 0.001233003, 0.03962206, 255.5884, 0.8709604, 0.6087221, 0.2468587
 
0.7699996, -0.01317488, -0.006969653, 5, 0.09920024, 0.0030830513889121752734739026, 38158.65, -3008.297, -2.961042, 0.001233003, 0.03962206, 258.9208, 0.8709825, 0.6082966, 0.2471451
 
0.7799996, 0.006644455, -0.007101402, 5, 0.09925798, 0.0026667568425588810131500261, 39137.95, -3011.546, -2.961042, 0.001233003, 0.03962206, 262.2521, 0.8710064, 0.607871, 0.2474315
 
0.7899995, 0.02351989, -0.007034957, 5, 0.09931268, 0.0022503169633057821814791543, 40128.94, -3014.799, -2.961042, 0.001233003, 0.03962206, 265.5822, 0.8710302, 0.6074454, 0.2477179
 
0.7999995, 0.03668664, -0.006799758, 5, 0.09936996, 0.0018595521102676909402031764, 41131.57, -3018.059, -2.961042, 0.001233003, 0.03962206, 268.9109, 0.8710526, 0.6070198, 0.2480042
 
0.8099995, 0.04577861, -0.006432891, 5, 0.09940018, 0.0015132862895977993855651669, 42145.19, -3021.323, -2.961042, 0.001233003, 0.03962206, 272.2364, 0.8710724, 0.6065943, 0.2482906
 
0.8199995, 0.05058351, -0.005975105, 5, 0.09940324, 0.0012269553493318930416111911, 43169.73, -3024.593, -2.961042, 0.001233003, 0.03962206, 275.5586, 0.8710888, 0.6061687, 0.248577
 
0.8299995, 0.05132334, -0.00546927, 5, 0.09940872, 0.0010076397181932546183856621, 44205.13, -3027.867, -2.961042, 0.001233003, 0.03962206, 278.8773, 0.8711014, 0.6057432, 0.2488633
 
0.8399995, 0.04836126, -0.004956037, 5, 0.09941242, 0.0008584694865332812124890572, 45251.28, -3031.148, -2.961042, 0.001233003, 0.03962206, 282.1926, 0.8711099, 0.6053176, 0.2491497
 
0.8499995, 0.04234479, -0.004472424, 5, 0.09941568, 0.0007762628146222368160823858, 46308.11, -3034.433, -2.961042, 0.001233003, 0.03962206, 285.5044, 0.8711146, 0.6048921, 0.2494361
 
0.8599995, 0.0340988, -0.004048977, 5, 0.09941856, 0.0007530536938240067890563714, 47375.55, -3037.724, -2.961042, 0.001233003, 0.03962206, 288.8125, 0.8711159, 0.6044665, 0.2497225
 
0.8699995, 0.024504, -0.003707989, 5, 0.09942102, 0.0007780047720427902499106267, 48453.48, -3041.019, -2.961042, 0.001233003, 0.03962206, 292.1169, 0.8711145, 0.604041, 0.2500088
 
0.8799995, 0.01454157, -0.003462949, 5, 0.09942167, 0.0008369045290548029014961073, 49541.85, -3044.321, -2.961042, 0.001233003, 0.03962206, 295.4174, 0.8711112, 0.6036154, 0.2502952
 
0.8899994, 0.004921077, -0.003317533, 5, 0.09942477, 0.0009178556333716505213853681, 50640.55, -3047.627, -2.961042, 0.001233003, 0.03962206, 298.7141, 0.8711065, 0.6031898, 0.2505816
 
0.8999994, -0.003502494, -0.003268322, 5, 0.09942604, 0.0010057474023427150968844101, 51749.5, -3050.939, -2.961042, 0.001233003, 0.03962206, 302.0069, 0.8711014, 0.6027642, 0.250868
 
0.9099994, -0.01009859, -0.003303347, 5, 0.09942547, 0.0010875286699152661124884744, 52868.61, -3054.256, -2.961042, 0.001233003, 0.03962206, 305.2956, 0.8710968, 0.6023387, 0.2511543
 
0.9199994, -0.01466885, -0.003404333, 5, 0.09942735, 0.0011555750276803078223982671, 53997.75, -3057.578, -2.961042, 0.001233003, 0.03962206, 308.5802, 0.8710929, 0.6019132, 0.2514407
 
0.9299994, -0.01688611, -0.003551021, 5, 0.0994274, 0.0012006230652644047776199320, 55136.87, -3060.906, -2.961042, 0.001233003, 0.03962206, 311.8605, 0.8710903, 0.6014876, 0.2517271
 
0.9399994, -0.01591288, -0.003719882, 5, 0.09942703, 0.0012110028854146416176030195, 56285.75, -3051.942, -2.961042, 0.001233003, 0.03962206, 315.1362, 0.8700833, 0.6010621, 0.2520134
 
0.9499994, -0.01228401, -0.003879011, 5, 0.09942485, 0.0011871601916665033195955113, 57443.46, -3031.13, -2.961042, 0.001233003, 0.03962206, 318.4049, 0.8681579, 0.6006364, 0.2522998
 
0.9599994, -0.007751063, -0.004001851, 5, 0.09942511, 0.0011426715849430277945111236, 58608.55, -3009.567, -2.961042, 0.001233003, 0.03962206, 321.663, 0.8662378, 0.6002109, 0.2525862
 
0.9699994, -0.003273271, -0.004079362, 5, 0.09942354, 0.001088470914429355414608, 59781.56, -2987.279, -2.961042, 0.001233003, 0.03962206, 324.9122, 0.8643245, 0.5997853, 0.2528726
 
0.9799994, 0.0009217446, -0.004112095, 5, 0.09942009, 0.001028015147357033245764, 60962.51, -2964.247, -2.961042, 0.001233003, 0.03962206, 328.1528, 0.8624166, 0.5993598, 0.2531589
 
0.9899994, 0.004468583, -0.004102877, 5, 0.09941915, 0.0009668941867040882945661085, 62151.04, -2940.47, -2.961042, 0.001233003, 0.03962206, 331.3843, 0.8605137, 0.5989342, 0.2534453
 
0.9999993, 0.006889328, -0.004058192, 5, 0.09941489, 0.00091271550806227533212, 63347.04, -2915.948, -2.961042, 0.001233003, 0.03962206, 334.6066, 0.8586158, 0.5985087, 0.2537317
 
1.009999, 0.008373032, -0.003989298, 5, 0.09935915, 0.000865667055905956712772, 64548.75, -2890.683, -2.961042, 0.001233003, 0.03962206, 337.8155, 0.8567226, 0.5980831, 0.2540181
 
1.019999, 0.008723238, -0.003905568, 5, 0.09924583, 0.0008301375876100334640181156, 65755.89, -2864.709, -2.961042, 0.001233003, 0.03962206, 341.0106, 0.8548364, 0.5976576, 0.2543044
 
1.029999, 0.008187354, -0.003818336, 5, 0.09913468, 0.000805428498064973087944, 66968.3, -2838.031, -2.961042, 0.001233003, 0.03962206, 344.192, 0.8529574, 0.597232, 0.2545908
 
1.039999, 0.006997291, -0.003736462, 5, 0.09902128, 0.000790479233935899538992, 68185.57, -2810.652, -2.961042, 0.001233003, 0.03962206, 347.3589, 0.8510854, 0.5968065, 0.2548772
 
1.049999, 0.005337124, -0.003666489, 5, 0.09890863, 0.0007842970121526972443551011, 69407.54, -2782.579, -2.961042, 0.001233003, 0.03962206, 350.5116, 0.849221, 0.5963808, 0.2551636
 
1.059999, 0.003379401, -0.003613118, 5, 0.09879224, 0.000785648766972133307052, 70634.03, -2753.814, -2.961042, 0.001233003, 0.03962206, 353.6499, 0.8473641, 0.5959553, 0.2554499
 
1.069999, 0.00160216, -0.003579324, 5, 0.09867653, 0.000789438553960212214596, 71864.63, -2724.362, -2.961042, 0.001233003, 0.03962206, 356.7732, 0.8455153, 0.5955297, 0.2557363
 
1.079999, 1.020973E-05, -0.003563303, 5, 0.09856155, 0.0007951209328348379061944113, 73099.05, -2694.234, -2.961042, 0.001233003, 0.03962206, 359.8812, 0.8436749, 0.5951042, 0.2560227
 
1.089999, -0.0013325, -0.0035632, 5, 0.09844282, 0.0008014963009181748415274303, 74337.12, -2663.428, -2.961042, 0.001233003, 0.03962206, 362.9739, 0.8418428, 0.5946786, 0.256309
 
1.099999, -0.003024902, -0.003576525, 5, 0.09832629, 0.0008131053382601786230505189, 75579.65, -2647.848, -2.961042, 0.001233003, 0.03962206, 366.0538, 0.8404984, 0.5942531, 0.2565954
 
1.109999, -0.004979689, -0.003606774, 5, 0.09820751, 0.0008288008631048023418264247, 76827.9, -2652.381, -2.961042, 0.001233003, 0.03962206, 369.1242, 0.8398178, 0.5938275, 0.2568818
 
1.119999, -0.005920742, -0.003656571, 5, 0.09808796, 0.0008369762070766455520835275, 78081.78, -2656.738, -2.961042, 0.001233003, 0.03962206, 372.1851, 0.8391887, 0.5934019, 0.2571681
 
1.129999, -0.006016461, -0.003715779, 5, 0.09796909, 0.0008376469827903834506532170, 79341.15, -2660.956, -2.961042, 0.001233003, 0.03962206, 375.2366, 0.8386022, 0.5929764, 0.2574545
 
1.139999, -0.005281652, -0.003775943, 5, 0.09784649, 0.0008295626830276586268809410, 80605.91, -2665.056, -2.961042, 0.001233003, 0.03962206, 378.2786, 0.8380511, 0.5925508, 0.2577409
 
1.149999, -0.003814182, -0.00382876, 5, 0.09772607, 0.0008126841152151183909327913, 81875.8, -2668.31, -2.961042, 0.001233003, 0.03962206, 381.3108, 0.8374597, 0.5921253, 0.2580273
 
1.159999, -0.001968279, -0.003866902, 5, 0.09760193, 0.0007894360345755599813930748, 83150.72, -2671.167, -2.961042, 0.001233003, 0.03962206, 384.3332, 0.8368649, 0.5916997, 0.2583137
 
1.169999, 5.69908E-06, -0.003886584, 5, 0.09747995, 0.0007617893298403431750965395, 84430.68, -2673.987, -2.961042, 0.001233003, 0.03962206, 387.3461, 0.8362966, 0.5912741, 0.2586
 
1.179999, 0.002046173, -0.003886527, 5, 0.09735571, 0.0007303184508708453668281214, 85715.3, -2676.77, -2.961042, 0.001233003, 0.03962206, 390.349, 0.8357515, 0.5908486, 0.2588864
 
1.189999, 0.003663021, -0.003866066, 5, 0.09723067, 0.0006999135293491032356864114, 87004.59, -2679.522, -2.961042, 0.001233003, 0.03962206, 393.3421, 0.8352267, 0.590423, 0.2591728
 
1.199999, 0.004953424, -0.003829435, 5, 0.09710487, 0.0006704057117086080641956197, 88298.31, -2682.248, -2.961042, 0.001233003, 0.03962206, 396.3251, 0.8347206, 0.5899975, 0.2594591
 
1.209999, 0.005633781, -0.003779901, 5, 0.09697978, 0.0006451119740749902825428204, 89596.48, -2684.945, -2.961042, 0.001233003, 0.03962206, 399.2983, 0.8342305, 0.5895719, 0.2597455
 
1.219999, 0.005975799, -0.003723563, 5, 0.0968509, 0.0006224172649970347861834112, 90899.12, -2687.621, -2.961042, 0.001233003, 0.03962206, 402.262, 0.8337559, 0.5891463, 0.2600319
 
1.229999, 0.005786428, -0.003663805, 5, 0.09672424, 0.0006046508236614390359396987, 92205.98, -2690.274, -2.961042, 0.001233003, 0.03962206, 405.216, 0.8332946, 0.5887207, 0.2603182
 
1.239999, 0.005147583, -0.003605941, 5, 0.09659375, 0.0005918151055268256261453608, 93517.08, -2692.909, -2.961042, 0.001233003, 0.03962206, 408.1605, 0.832846, 0.5882952, 0.2606046
 
1.249999, 0.004204979, -0.003554465, 5, 0.09646704, 0.0005831833197101585647587892, 94832.19, -2695.525, -2.961042, 0.001233003, 0.03962206, 411.0952, 0.8324087, 0.5878696, 0.260891
 
1.259999, 0.003041443, -0.003512416, 5, 0.09633496, 0.0005783737914600489624686572, 96151.17, -2698.122, -2.961042, 0.001233003, 0.03962206, 414.0201, 0.8319824, 0.5874441, 0.2611774
 
1.269999, 0.001839186, -0.003482001, 5, 0.09620366, 0.0005759935982751051505326270, 97474.08, -2700.704, -2.961042, 0.001233003, 0.03962206, 416.9355, 0.8315662, 0.5870185, 0.2614638
 
1.279999, 0.0008846173, -0.003463609, 5, 0.09607151, 0.0005734974127108132068194921, 98800.64, -2703.273, -2.961042, 0.001233003, 0.03962206, 419.8412, 0.8311599, 0.586593, 0.2617501
 
1.289999, 0.0001824758, -0.003454763, 5, 0.09594012, 0.0005704344052674966190755949, 100130.6, -2705.826, -2.961042, 0.001233003, 0.03962206, 422.7368, 0.8307625, 0.5861674, 0.2620365
 
1.299999, -0.0002446357, -0.003452939, 5, 0.09580486, 0.0005662138616300426081466371, 101464, -2708.366, -2.961042, 0.001233003, 0.03962206, 425.6225, 0.830374, 0.5857419, 0.2623229
 
1.309999, -0.0003488658, -0.003455385, 5, 0.09567188, 0.0005601176746163560550482680, 102800.8, -2710.476, -2.961042, 0.001233003, 0.03962206, 428.4985, 0.8299541, 0.5853163, 0.2626092
 
1.319999, -0.0001184395, -0.003458874, 5, 0.09553657, 0.0005515214169228360986088173, 104140.6, -2712.524, -2.961042, 0.001233003, 0.03962206, 431.3644, 0.8295375, 0.5848907, 0.2628956
 
1.329999, 0.0002143953, -0.003460058, 5, 0.09485199, 0.0005419981944598986435241419, 105463.7, -2714.569, -2.961042, 0.001233003, 0.03962206, 434.1798, 0.8291289, 0.5844651, 0.263182
 
1.339999, 0.0006663656, -0.003457914, 5, 0.09361702, 0.0005312712407004378064334859, 106769.7, -2716.611, -2.961042, 0.001233003, 0.03962206, 436.9447, 0.8287335, 0.5840396, 0.2634684
 
1.349999, 0.00127848, -0.00345125, 5, 0.09237777, 0.0005188671133403358597931041, 108058, -2718.65, -2.961042, 0.001233003, 0.03962206, 439.6588, 0.8283505, 0.5836141, 0.2637547
 
1.359999, 0.001876625, -0.003438466, 5, 0.09113265, 0.0005059905793193882456261715, 109327.9, -2720.69, -2.961042, 0.001233003, 0.03962206, 442.3218, 0.82798, 0.5831885, 0.2640411
 
1.369999, 0.00233969, -0.0034197, 5, 0.0898848, 0.0004936370166413623073408969, 110579.1, -2722.727, -2.961042, 0.001233003, 0.03962206, 444.9337, 0.8276207, 0.5827629, 0.2643275
 
1.379999, 0.002635665, -0.003396303, 5, 0.08863181, 0.0004822409485645578259568265, 111810.8, -2724.766, -2.961042, 0.001233003, 0.03962206, 447.4941, 0.8272726, 0.5823374, 0.2646138
 
1.389999, 0.002644387, -0.003369946, 5, 0.08737606, 0.0004729493674904586244092978, 113022.8, -2726.803, -2.961042, 0.001233003, 0.03962206, 450.0032, 0.8269349, 0.5819118, 0.2649002
 
1.399999, 0.002509246, -0.003343502, 5, 0.08611365, 0.0004650136360448097657012356, 114214.4, -2728.841, -2.961042, 0.001233003, 0.03962206, 452.4605, 0.8266074, 0.5814862, 0.2651866
 
1.409999, 0.002069601, -0.00331841, 5, 0.08484844, 0.0004598206741169137205884264, 115385.3, -2730.881, -2.961042, 0.001233003, 0.03962206, 454.8661, 0.82629, 0.5810607, 0.265473
 
1.419999, 0.001784474, -0.003297714, 5, 0.08357812, 0.0004542634448318627784501530, 116534.8, -2732.923, -2.961042, 0.001233003, 0.03962206, 457.2196, 0.8259823, 0.5806351, 0.2657593
 
1.429999, 0.001352664, -0.003279869, 5, 0.08230424, 0.0004503825232505890172952263, 117662.7, -2734.963, -2.961042, 0.001233003, 0.03962206, 459.5211, 0.8256837, 0.5802096, 0.2660457
 
1.439999, 0.001047011, -0.003266342, 5, 0.08102522, 0.0004463142976062897809080454, 118768.3, -2737.007, -2.961042, 0.001233003, 0.03962206, 461.7703, 0.8253945, 0.579784, 0.2663321
 
